Source,Material,Total_waste,Latitude,Longitude
Mine and Quarry Wastes,Slate,75789,53.076065,-4.213582
Mine and Quarry Wastes,Slate,75789,53.048111,-4.244376
Mine and Quarry Wastes,Slate,75789,53.082322,-4.213157
Mine and Quarry Wastes,Slate,75789,53.172415,-4.073026
Mine and Quarry Wastes,Slate,75789,53.009623,-3.949094
Mine and Quarry Wastes,Slate,75789,53.045764,-4.247238
Mine and Quarry Wastes,Slate,75789,51.978698,-4.934449
Mine and Quarry Wastes,Slate,75789,54.248335,-3.146846
Mine and Quarry Wastes,Slate,75789,54.434564,-3.047438
Mine and Quarry Wastes,Slate,75789,56.552835,-3.55683
Construction and Demolition,Soils,75523,53.055975,-0.46513493
Combustion,Fly Ash - Coal,75187,53.3387,-1.7538125
Construction and Demolition,Mixed Hardcore,74966,55.908874,-3.4921115
Construction and Demolition,Soils,74560,51.268115,-2.1665061
Construction and Demolition,Soils,74061,53.492718,-0.97023491
Construction and Demolition,Mixed Hardcore,73962,53.436175,-2.4189642
Construction and Demolition,Soils,73673,53.769371,-2.370147
Construction and Demolition,Soils,73567,53.441763,-1.1809885
Construction and Demolition,Soils,73544,51.237567,-2.3848378
Construction and Demolition,Mixed Hardcore,73416,51.407975,-0.67003195
Construction and Demolition,Soils,73323,51.505067,-0.43508192
Construction and Demolition,Mixed Hardcore,73053,53.586683,-0.96357161
Construction and Demolition,Mixed Hardcore,73036,49.757201,-7.5699385
Construction and Demolition,Soils,72918,52.22468,-2.3280413
Other,Other Soils,72720,52.356049,-0.55943949
Other,Other Soils,72706,52.44676,-0.7450575
Construction and Demolition,Soils,72478,49.757201,-7.5699385
Construction and Demolition,Soils,72408,55.873727,-4.3442839
Construction and Demolition,Soils,72190,52.42781,1.3787924
Construction and Demolition,Mixed Hardcore,72075,52.252126,-0.79831379
Construction and Demolition,Mixed Hardcore,72074,52.853295,-1.1379011
Construction and Demolition,Mixed Hardcore,71912,51.621165,-0.77662712
Construction and Demolition,Mixed Hardcore,71898,51.579619,0.7168441
Municipal Waste,Container Glass,71886,51.491931,0.023850059
Construction and Demolition,Mixed Hardcore,71413,50.859764,-1.1722566
Construction and Demolition,Soils,71331,50.863271,-0.88763582
Construction and Demolition,Mixed Hardcore,71249,51.727078,-0.84697607
Construction and Demolition,Plasterboard / Gypsum,71141,51.206925,-1.5993428
Municipal Waste,Municipal Waste Incinerator Bottom Ash,70551,51.041188,-0.065755605
Construction and Demolition,Mixed Hardcore,70333,54.988938,-1.4887936
Construction and Demolition,Mixed Hardcore Fines,70079,51.500696,0.022956035
Construction and Demolition,Mixed Hardcore,69983,53.759492,-0.33457952
Construction and Demolition,Soils,69678,53.393857,-1.4214772
Construction and Demolition,Soils,69303,52.57639,-0.43583439
Construction and Demolition,Mixed Hardcore,69290,51.468366,0.27655102
Construction and Demolition,Mixed Hardcore,68859,52.248606,-0.79523022
Construction and Demolition,Mixed Hardcore,68796,53.476467,-2.1613868
Construction and Demolition,Mixed Hardcore Fines,68768,51.46272,-0.51153163
Construction and Demolition,Soils,68754,53.450217,-1.2943623
Construction and Demolition,Soils,68698,52.109702,1.0857752
Other,Other Soils,68516,52.4917,-2.0529771
Construction and Demolition,Mixed Hardcore,68494,52.643812,-1.1120372
Construction and Demolition,Mixed Hardcore,68482,50.891716,-1.343685
Construction and Demolition,Soils,68178,53.495246,-0.53533517
Construction and Demolition,Mixed Hardcore,68122,51.181459,-0.12795462
Construction and Demolition,Soils,67868,51.24699,-0.12454975
Construction and Demolition,Soils,67785,51.494453,0.002121683
Construction and Demolition,Mixed Hardcore,67753,52.752774,-1.5154022
Construction and Demolition,Soils,67713,52.141919,1.075052
Municipal Waste,Municipal Waste Incinerator Bottom Ash,67335,50.365261,-4.1251911
Construction and Demolition,Soils,67221,54.439718,-1.4541623
Construction and Demolition,Mixed Hardcore,67218,54.09457,-0.25695929
Construction and Demolition,Mixed Hardcore,67043,51.432344,0.291564
Construction and Demolition,Mixed Hardcore,66927,53.50226,-2.2950127
Combustion,Fly Ash - Coal,66800,53.888327,-2.3844346
Construction and Demolition,Soils,66784,53.276351,-2.4844178
Construction and Demolition,Soils,66769,52.633178,-2.042008
Construction and Demolition,Mixed Hardcore,66768,54.155466,-3.1991135
Construction and Demolition,Soils,66749,52.324203,-0.65388502
Construction and Demolition,Mixed Hardcore,66641,51.46095,-0.48632607
Construction and Demolition,Mixed Hardcore,66607,52.070463,1.2505823
Construction and Demolition,Soils,66436,52.322735,-0.15855954
Construction and Demolition,Soils,66312,51.522705,0.23429758
Construction and Demolition,Soils,66289,53.357622,-2.7538076
Construction and Demolition,Mixed Hardcore,66263,51.576513,0.71310801
Construction and Demolition,Soils,66145,51.528983,-0.56127069
Construction and Demolition,Mixed Hardcore,65961,51.434369,-0.19187156
Construction and Demolition,Soils,65722,52.50995,-2.1546645
Construction and Demolition,Soils,65376,53.575291,-1.6765545
Construction and Demolition,Soils,65375,53.888791,-1.5922096
Construction and Demolition,Mixed Hardcore,65325,52.401636,-1.3819019
Construction and Demolition,Mixed Hardcore Fines,65262,51.584562,0.50488229
Construction and Demolition,Mixed Hardcore,64848,51.451415,0.30640868
Construction and Demolition,Mixed Hardcore,64792,55.975239,-3.155421
Construction and Demolition,Soils,64618,53.403695,-1.4374229
Construction and Demolition,Soils,64531,51.767457,-3.3209917
Construction and Demolition,Mixed Hardcore,64509,53.574128,-0.11605922
Construction and Demolition,Mixed Hardcore,64334,54.938067,-2.9940719
Construction and Demolition,Mixed Hardcore,64292,53.482285,-2.8567998
Construction and Demolition,Mixed Hardcore,64235,51.7612,-0.43469022
Construction and Demolition,Mixed Hardcore,64106,51.278289,-0.73328058
Construction and Demolition,Soils,64043,51.576513,0.71310801
Construction and Demolition,Mixed Hardcore,63995,53.693032,-2.6309709
Construction and Demolition,Soils,63821,54.155466,-3.1991135
Construction and Demolition,Mixed Hardcore,63704,51.518275,0.14357341
Construction and Demolition,Mixed Hardcore,63512,52.554417,-1.3439913
Construction and Demolition,Mixed Hardcore,63507,51.462069,-0.98667356
Construction and Demolition,Soils,63417,51.437993,-1.9726165
Construction and Demolition,Soils,63326,52.07065,-0.71781101
Construction and Demolition,Mixed Hardcore Fines,63281,51.49188,0.40286989
Construction and Demolition,Soils,63251,53.19829,-0.60450562
Construction and Demolition,Soils,63243,54.867513,-1.4779121
Construction and Demolition,Mixed Hardcore,63214,51.341549,1.3738777
Construction and Demolition,Mixed Hardcore,62972,51.440909,-0.53759348
Construction and Demolition,Mixed Hardcore,62953,51.394967,0.10918248
Construction and Demolition,Mixed Hardcore,62855,50.771665,-1.9510652
Construction and Demolition,Soils,62784,51.644341,-0.32959637
Construction and Demolition,Soils,62750,51.571052,-3.0020297
Construction and Demolition,Soils,62733,52.713907,-0.59576325
Construction and Demolition,Soils,62640,53.279288,-1.2782828
Construction and Demolition,Mixed Hardcore,62560,51.391206,-0.16765816
Construction and Demolition,Mixed Hardcore Fines,62550,51.490307,-0.3235212
Construction and Demolition,Mixed Hardcore,62475,51.202656,-1.6077674
Construction and Demolition,Mixed Hardcore,62237,51.575943,-0.47815099
Construction and Demolition,Mixed Hardcore,62229,51.306442,1.3465879
Construction and Demolition,Mixed Hardcore,62002,50.672481,-3.5329736
Construction and Demolition,Soils,61740,51.460335,0.24764691
Municipal Waste,Container Glass,61675,55.826371,-3.9255818
Construction and Demolition,Mixed Hardcore,61484,52.683515,1.0972553
Construction and Demolition,Soils,60992,51.616058,-1.8132056
Construction and Demolition,Soils,60900,50.477736,-4.9390491
Construction and Demolition,Soils,60785,50.606804,-2.04124
Construction and Demolition,Soils,60649,52.247485,0.14449157
Construction and Demolition,Soils,60560,51.295449,0.32213583
Construction and Demolition,Mixed Hardcore,60441,53.349561,-2.7676963
Construction and Demolition,Mixed Hardcore,60378,49.757201,-7.5699385
Construction and Demolition,Soils,60256,51.144469,-0.8395338
Construction and Demolition,Soils,60251,52.602455,-0.22363784
Construction and Demolition,Soils,60014,55.197097,-1.5896422
Construction and Demolition,Mixed Hardcore,59935,53.260402,-0.63501726
Construction and Demolition,Soils,59886,52.421526,-1.5006886
Construction and Demolition,Soils,59733,51.915249,0.98070489
Construction and Demolition,Mixed Hardcore,59654,51.111856,-0.077679019
Construction and Demolition,Plasterboard / Gypsum,59501,51.373705,0.75659308
Construction and Demolition,Mixed Hardcore,59428,51.070337,-1.2907093
Construction and Demolition,Mixed Hardcore,59155,51.42048,-2.4835614
Construction and Demolition,Mixed Hardcore,59126,51.630809,-1.2645671
Construction and Demolition,Mixed Hardcore Fines,59076,51.025708,-0.26547204
Construction and Demolition,Soils,59075,53.61973,-1.2285422
Construction and Demolition,Mixed Hardcore,59074,55.935074,-3.9866878
Construction and Demolition,Soils,58904,52.4498,-1.4986623
Construction and Demolition,Soils,58777,51.642702,-1.9490256
Construction and Demolition,Mixed Hardcore,58769,51.490662,0.01918421
Construction and Demolition,Soils,58713,53.475304,-1.0491104
Construction and Demolition,Soils,58686,52.482339,-1.8564033
Construction and Demolition,Soils,58639,53.234381,-3.3079496
Construction and Demolition,Mixed Hardcore,58550,50.853405,-1.0254039
Construction and Demolition,Mixed Hardcore,58443,51.53687,0.17540704
Construction and Demolition,Mixed Hardcore,58407,55.897577,-4.0995339
Other,Other Soils,58362,53.605585,-2.3770244
Construction and Demolition,Mixed Hardcore,58296,51.506891,0.011529228
Construction and Demolition,Mixed Hardcore,57994,51.394094,-0.1654441
Construction and Demolition,Mixed Hardcore,57822,50.979662,-0.96472953
Construction and Demolition,Soils,57786,51.548987,-0.49576653
Construction and Demolition,Soils,57765,50.54082,-3.6364806
Construction and Demolition,Soils,57739,54.957779,-1.7485544
Construction and Demolition,Mixed Hardcore,57686,54.887322,-1.6992963
Construction and Demolition,Plasterboard / Gypsum,57512,53.419919,-1.3687751
Construction and Demolition,Soils,57337,56.290421,-3.1388865
Construction and Demolition,Soils,57262,52.337338,-2.2142351
Construction and Demolition,Soils,57172,52.316813,0.48738794
Construction and Demolition,Soils,57145,52.577066,-0.59214066
Construction and Demolition,Soils,56989,51.306442,1.3465879
Construction and Demolition,Soils,56864,53.051795,-2.2213609
Construction and Demolition,Mixed Hardcore,56817,55.896297,-3.5698172
Construction and Demolition,Mixed Hardcore Fines,56810,51.49924,-3.0979421
Construction and Demolition,Soils,56751,54.582411,-1.2846001
Construction and Demolition,Mixed Hardcore,56700,51.517619,0.14697314
Construction and Demolition,Soils,56611,52.949306,-1.2905276
Construction and Demolition,Soils,56596,51.190717,-2.0371547
Construction and Demolition,Mixed Hardcore,56563,53.717867,-1.3859329
Construction and Demolition,Mixed Hardcore Fines,56385,51.620323,-0.043222209
Construction and Demolition,Soils,56282,51.673213,-1.390388
Construction and Demolition,Plasterboard / Gypsum,56247,54.541371,-1.7723402
Construction and Demolition,Mixed Hardcore,56242,51.799075,-1.3156779
Construction and Demolition,Soils,56197,52.702034,0.48055572
Construction and Demolition,Mixed Hardcore Fines,56051,51.518238,0.0968555
Construction and Demolition,Mixed Hardcore,55944,54.227671,-1.4268665
Construction and Demolition,Mixed Hardcore,55846,51.183165,-1.3664256
Construction and Demolition,Soils,55794,51.518638,0.13644101
Construction and Demolition,Soils,55703,51.219339,-0.74535193
Construction and Demolition,Mixed Hardcore Fines,55699,50.96531,-1.3485872
Construction and Demolition,Soils,55661,52.714321,0.86027143
Construction and Demolition,Mixed Hardcore,55650,51.451415,0.30640868
Construction and Demolition,Mixed Hardcore,55622,51.491178,-0.46321428
Construction and Demolition,Soils,55429,52.8866,-2.8617841
Construction and Demolition,Mixed Hardcore,55186,57.083962,-2.1135229
Construction and Demolition,Mixed Hardcore,55121,52.949306,-1.2905276
Construction and Demolition,Soils,55082,53.940626,-0.90145443
Construction and Demolition,Soils,54902,55.689201,-3.9536098
Construction and Demolition,Soils,54826,52.398115,0.11357014
Construction and Demolition,Mixed Hardcore Fines,54729,51.506577,0.17760957
Construction and Demolition,Mixed Hardcore Fines,54699,51.616268,-0.035755276
Construction and Demolition,Soils,54628,51.490662,0.01918421
Municipal Waste,Municipal Waste Incinerator Bottom Ash,54620,55.972184,-2.4653984
Municipal Waste,Municipal Waste Incinerator Bottom Ash,54496,51.915688,-1.0011258
Construction and Demolition,Mixed Hardcore,54474,52.618441,-1.9327807
Construction and Demolition,Mixed Hardcore,54319,50.833681,-1.0611596
Construction and Demolition,Mixed Hardcore,54242,55.844042,-4.217245
Other,Other Soils,54147,51.88022,-0.743313
Other,Other Soils,53789,54.848264,-1.4757622
Construction and Demolition,Soils,53721,54.590292,-1.1626087
Construction and Demolition,Mixed Hardcore,53540,51.681206,-0.093787977
Construction and Demolition,Soils,53370,51.874401,0.93634345
Construction and Demolition,Soils,53305,53.306558,-4.2749213
Construction and Demolition,Mixed Hardcore,53268,52.604185,-0.22389272
Construction and Demolition,Mixed Hardcore,53243,50.826998,-1.0917491
Construction and Demolition,Mixed Hardcore,53186,51.60316,-1.4463673
Construction and Demolition,Glass,53166,53.554361,-1.0897562
Municipal Waste,Municipal Waste Incinerator Bottom Ash,52972,51.504044,-2.703038
Construction and Demolition,Soils,52972,53.398329,-2.6921131
Construction and Demolition,Soils,52824,53.77209,-2.9759285
Construction and Demolition,Mixed Hardcore,52666,51.151628,-0.14194544
Construction and Demolition,Soils,52659,51.080424,-2.5544102
Municipal Waste,Container Glass,52609,53.604517,-0.71355525
Construction and Demolition,Mixed Hardcore,52591,51.549094,-3.332756
Construction and Demolition,Mixed Hardcore,52455,52.262904,0.72904888
Construction and Demolition,Mixed Hardcore,52288,53.501162,-2.851738
Construction and Demolition,Mixed Hardcore,52075,51.264038,-0.73351465
Construction and Demolition,Mixed Hardcore Fines,51839,51.328551,-0.87469485
Construction and Demolition,Soils,51823,52.354795,1.6012092
Municipal Waste,Municipal Waste Incinerator Bottom Ash,51808,51.380545,0.75790968
Construction and Demolition,Soils,51805,52.070187,-1.106009
Construction and Demolition,Mixed Hardcore,51783,51.793138,0.12508608
Construction and Demolition,Mixed Hardcore Fines,51771,51.355018,-0.47300213
